SDR	7.1.1
09/18/2012 20:40:00	0.9	0.4																							68								-123.5															
09/18/2012 20:50:00	0.8	0.2																							68								-123.5															
09/18/2012 21:00:00	1.0	0.5																							68								-123.5															
09/18/2012 21:10:00	1.7	0.9																							45								-123.5															
09/18/2012 21:20:00	1.1	0.6																							45								-123.5															
09/18/2012 21:30:00	1.3	0.6																							45								-123.5															
09/18/2012 21:40:00	0.9	0.3																							45								-123.5															
09/18/2012 21:50:00	0.8	0.2																							22								-123.5															
09/18/2012 22:00:00	0.8	0.0																							0								-123.5															
09/18/2012 22:10:00	0.8	0.0																							0								-123.5															
09/18/2012 22:20:00	0.8	0.0																							0								-123.5															
09/18/2012 22:30:00	0.8	0.0																							0								-123.5															
09/18/2012 22:40:00	0.8	0.0																							0								-123.5															
09/18/2012 22:50:00	0.8	0.0																							0								-123.5															
09/18/2012 23:00:00	0.8	0.0																							0								-123.5															
09/18/2012 23:10:00	0.8	0.0																							0								-123.5															
09/18/2012 23:20:00	2.2	1.0																							338								-123.5															
09/18/2012 23:30:00	1.4	0.8																							338								-123.5															
09/18/2012 23:40:00	0.8	0.1																							338								-123.5															
09/18/2012 23:50:00	0.9	0.4																							0								-123.5															
09/19/2012 00:00:00	1.5	0.9																							22								-123.5															
09/19/2012 00:10:00	1.6	0.9																							22								-123.5															
09/19/2012 00:20:00	1.5	0.9																							45								-123.5															
09/19/2012 00:30:00	2.1	0.9																							22								-123.5															
09/19/2012 00:40:00	1.6	1.0																							0								-123.5															
09/19/2012 00:50:00	1.4	0.8																							22								-123.5															
09/19/2012 01:00:00	3.5	1.4																							22								-123.5															
09/19/2012 01:10:00	3.5	1.7																							22								-123.5															
09/19/2012 01:20:00	0.8	0.3																							45								-123.5															
09/19/2012 01:30:00	2.4	1.1																							22								-123.5															
09/19/2012 01:40:00	4.1	1.0																							22								-123.5															
09/19/2012 01:50:00	1.9	1.1																							22								-123.5															
09/19/2012 02:00:00	1.0	0.5																							90								-123.5															
09/19/2012 02:10:00	1.5	0.9																							68								-123.5															
09/19/2012 02:20:00	2.2	1.2																							22								-123.5															
09/19/2012 02:30:00	5.0	1.2																							0								-123.5															
09/19/2012 02:40:00	3.5	1.7																							22								-123.5															
09/19/2012 02:50:00	3.2	1.7																							0								-123.5															
09/19/2012 03:00:00	0.8	0.1																							158								-123.5															
09/19/2012 03:10:00	0.8	0.0																							135								-123.5															
09/19/2012 03:20:00	2.2	1.7																							22								-123.5															
09/19/2012 03:30:00	4.7	2.2																							22								-123.5															
09/19/2012 03:40:00	5.5	1.9																							22								-123.5															
09/19/2012 03:50:00	5.6	2.0																							22								-123.5															
09/19/2012 04:00:00	6.8	1.9																							22								-123.5															
09/19/2012 04:10:00	8.1	2.0																							0								-123.5															
09/19/2012 04:20:00	6.8	1.7																							22								-123.5															
09/19/2012 04:30:00	6.6	1.6																							22								-123.5															
09/19/2012 04:40:00	5.7	2.1																							45								-123.5															
09/19/2012 04:50:00	4.5	2.1																							22								-123.5															
09/19/2012 05:00:00	6.8	2.8																							22								-123.5															
09/19/2012 05:10:00	8.7	2.4																							22								-123.5															
09/19/2012 05:20:00	6.5	2.2																							22								-123.5															
09/19/2012 05:30:00	7.8	2.0																							45								-123.5															
09/19/2012 05:40:00	8.1	2.6																							22								-123.5															
09/19/2012 05:50:00	7.8	2.7																							45								-123.5															
09/19/2012 06:00:00	10.0	2.6																							45								-123.5															
09/19/2012 06:10:00	5.8	1.7																							22								-123.5															
09/19/2012 06:20:00	6.6	2.9																							45								-123.5															
09/19/2012 06:30:00	7.0	2.1																							45								-123.5															
09/19/2012 06:40:00	8.1	2.7																							0								-123.5															
09/19/2012 06:50:00	8.6	2.2																							0								-123.5															
09/19/2012 07:00:00	8.7	3.2																							22								-123.5															
09/19/2012 07:10:00	6.9	2.1																							0								-123.5															
09/19/2012 07:20:00	6.7	2.7																							22								-123.5															
09/19/2012 07:30:00	7.9	1.8																							0								-123.5															
09/19/2012 07:40:00	5.0	2.1																							22								-123.5															
09/19/2012 07:50:00	7.1	2.8																							45								-123.5															
09/19/2012 08:00:00	8.8	2.7																							22								-123.5															
09/19/2012 08:10:00	10.0	3.0																							22								-123.5															
09/19/2012 08:20:00	7.1	3.0																							0								-123.5															
09/19/2012 08:30:00	7.8	2.4																							45								-123.5															
09/19/2012 08:40:00	6.3	2.8																							0								-123.5															
09/19/2012 08:50:00	7.1	2.4																							22								-123.5															
09/19/2012 09:00:00	6.7	2.8																							22								-123.5															
09/19/2012 09:10:00	7.1	2.5																							338								-123.5															
09/19/2012 09:20:00	4.4	2.7																							68								-123.5															
09/19/2012 09:30:00	6.2	4.0																							68								-123.5															
09/19/2012 09:40:00	6.8	1.8																							0								-123.5															
09/19/2012 09:50:00	5.8	1.9																							0								-123.5															
09/19/2012 10:00:00	5.0	2.6																							45								-123.5															
09/19/2012 10:10:00	7.2	2.5																							0								-123.5															
09/19/2012 10:20:00	3.8	2.4																							22								-123.5															
09/19/2012 10:30:00	2.5	2.3																							0								-123.5															
09/19/2012 10:40:00	4.3	3.3																							22								-123.5															
09/19/2012 10:50:00	3.8	1.7																							45								-123.5															
09/19/2012 11:00:00	5.8	2.9																							45								-123.5															
09/19/2012 11:10:00	3.4	2.0																							22								-123.5															
09/19/2012 11:20:00	6.1	3.7																							22								-123.5															
09/19/2012 11:30:00	6.1	2.8																							0								-123.5															
09/19/2012 11:40:00	3.4	2.0																							22								-123.5															
09/19/2012 11:50:00	3.2	1.6																							90								-123.5															
09/19/2012 12:00:00	4.5	2.2																							68								-123.5															
09/19/2012 12:10:00	3.5	1.9																							68								-123.5															
09/19/2012 12:20:00	4.3	1.7																							68								-123.5															
09/19/2012 12:30:00	5.1	1.7																							68								-123.5															
09/19/2012 12:40:00	5.2	1.9																							90								-123.5															
09/19/2012 12:50:00	4.1	2.0																							90								-123.5															
09/19/2012 13:00:00	6.0	1.6																							90								-123.5															
09/19/2012 13:10:00	4.5	1.6																							90								-123.5															
09/19/2012 13:20:00	3.8	2.2																							90								-123.5															
09/19/2012 13:30:00	4.4	1.6																							90								-123.5															
09/19/2012 13:40:00	4.8	1.4																							90								-123.5															
09/19/2012 13:50:00	4.4	1.1																							68								-123.5															
09/19/2012 14:00:00	2.9	1.2																							90								-123.5															
09/19/2012 14:10:00	2.7	1.0																							90								-123.5															
09/19/2012 14:20:00	2.4	0.9																							68								-123.5															
09/19/2012 14:30:00	3.1	0.9																							68								-123.5															
09/19/2012 14:40:00	3.7	0.9																							68								-123.5															
09/19/2012 14:50:00	2.3	1.1																							68								-123.5															
09/19/2012 15:00:00	1.5	1.1																							112								-123.5															
09/19/2012 15:10:00	1.7	0.7																							45								-123.5															
09/19/2012 15:20:00	3.1	1.0																							22								-123.5															
09/19/2012 15:30:00	1.3	1.0																							0								-123.5															
09/19/2012 15:40:00	1.8	0.8																							315								-123.5															
09/19/2012 15:50:00	1.7	0.6																							338								-123.5															
09/19/2012 16:00:00	0.9	0.3																							315								-123.5															
09/19/2012 16:10:00	2.0	1.1																							292								-123.5															
09/19/2012 16:20:00	1.0	0.4																							338								-123.5															
09/19/2012 16:30:00	2.1	1.1																							22								-123.5															
09/19/2012 16:40:00	2.1	1.2																							0								-123.5															
09/19/2012 16:50:00	0.8	0.0																							338								-123.5															
09/19/2012 17:00:00	0.8	0.1																							0								-123.5															
09/19/2012 17:10:00	1.2	0.7																							45								-123.5															
09/19/2012 17:20:00	2.8	1.4																							338								-123.5															
09/19/2012 17:30:00	0.8	0.0																							22								-123.5															
09/19/2012 17:40:00	1.0	0.5																							90								-123.5															
09/19/2012 17:50:00	1.7	0.9																							0								-123.5															
09/19/2012 18:00:00	1.4	0.7																							45								-123.5															
09/19/2012 18:10:00	1.1	0.6																							22								-123.5															
09/19/2012 18:20:00	0.9	0.4																							0								-123.5															
09/19/2012 18:30:00	0.8	0.3																							292								-123.5															
09/19/2012 18:40:00	1.0	0.4																							292								-123.5															
09/19/2012 18:50:00	0.9	0.3																							270								-123.5															
09/19/2012 19:00:00	0.8	0.3																							270								-123.5															
09/19/2012 19:10:00	2.8	0.8																							270								-123.5															
09/19/2012 19:20:00	0.8	0.0																							270								-123.5															
09/19/2012 19:30:00	0.8	0.0																							270								-123.5															
09/19/2012 19:40:00	0.8	0.0																							270								-123.5															
09/19/2012 19:50:00	1.8	0.8																							270								-123.5															
09/19/2012 20:00:00	0.8	0.1																							292								-123.5															
09/19/2012 20:10:00	0.8	0.0																							292								-123.5															
09/19/2012 20:20:00	0.8	0.1																							270								-123.5															
09/19/2012 20:30:00	2.3	1.0																							270								-123.5															
09/19/2012 20:40:00	1.3	0.5																							270								-123.5															
09/19/2012 20:50:00	0.8	0.0																							270								-123.5															
09/19/2012 21:00:00	0.8	0.0																							270								-123.5															
09/19/2012 21:10:00	0.8	0.0																							270								-123.5															
09/19/2012 21:20:00	1.1	0.5																							270								-123.5															
09/19/2012 21:30:00	0.8	0.2																							270								-123.5															
09/19/2012 21:40:00	0.9	0.3																							292								-123.5															
09/19/2012 21:50:00	0.8	0.0																							270								-123.5															
09/19/2012 22:00:00	0.8	0.0																							270								-123.5															
09/19/2012 22:10:00	1.2	0.7																							270								-123.5															
09/19/2012 22:20:00	1.8	1.0																							225								-123.5															
09/19/2012 22:30:00	1.3	0.6																							225								-123.5															
09/19/2012 22:40:00	1.7	0.9																							270								-123.5															
09/19/2012 22:50:00	1.1	0.6																							292								-123.5															
09/19/2012 23:00:00	2.8	0.5																							292								-123.5															
09/19/2012 23:10:00	0.9	0.5																							292								-123.5															
09/19/2012 23:20:00	0.8	0.0																							292								-123.5															
09/19/2012 23:30:00	0.8	0.0																							292								-123.5															
09/19/2012 23:40:00	0.9	0.4																							292								-123.5															
09/19/2012 23:50:00	0.8	0.0																							270								-123.5															
09/20/2012 00:00:00	0.8	0.0																							270								-123.5															
09/20/2012 00:10:00	0.8	0.0																							270								-123.5															
09/20/2012 00:20:00	0.8	0.0																							248								-123.5															
09/20/2012 00:30:00	1.5	0.7																							270								-123.5															
09/20/2012 00:40:00	1.5	0.7																							270								-123.5															
09/20/2012 00:50:00	0.9	0.3																							292								-123.5															
09/20/2012 01:00:00	2.5	0.5																							292								-123.5															
09/20/2012 01:10:00	2.1	0.5																							292								-123.5															
09/20/2012 01:20:00	1.8	0.5																							292								-123.5															
09/20/2012 01:30:00	0.9	0.4																							270								-123.5															
09/20/2012 01:40:00	0.8	0.0																							270								-123.5															
09/20/2012 01:50:00	1.1	0.5																							248								-123.5															
09/20/2012 02:00:00	1.5	0.9																							270								-123.5															
09/20/2012 02:10:00	0.8	0.0																							270								-123.5															
09/20/2012 02:20:00	0.8	0.0																							270								-123.5															
09/20/2012 02:30:00	0.8	0.0																							270								-123.5															
09/20/2012 02:40:00	0.8	0.1																							0								-123.5															
09/20/2012 02:50:00	0.9	0.4																							112								-123.5															
09/20/2012 03:00:00	0.8	0.0																							135								-123.5															
09/20/2012 03:10:00	0.8	0.0																							135								-123.5															
09/20/2012 03:20:00	0.8	0.0																							158								-123.5															
09/20/2012 03:30:00	0.8	0.0																							202								-123.5															
09/20/2012 03:40:00	1.3	0.7																							202								-123.5															
09/20/2012 03:50:00	3.3	1.0																							202								-123.5															
09/20/2012 04:00:00	3.2	1.5																							225								-123.5															
09/20/2012 04:10:00	1.3	0.7																							248								-123.5															
09/20/2012 04:20:00	1.9	1.1																							248								-123.5															
09/20/2012 04:30:00	2.2	1.3																							248								-123.5															
09/20/2012 04:40:00	3.1	1.2																							248								-123.5															
09/20/2012 04:50:00	2.3	1.1																							248								-123.5															
09/20/2012 05:00:00	3.2	1.2																							270								-123.5															
09/20/2012 05:10:00	2.1	1.2																							248								-123.5															
09/20/2012 05:20:00	1.8	1.1																							292								-123.5															
09/20/2012 05:30:00	3.6	1.1																							248								-123.5															
09/20/2012 05:40:00	3.1	1.8																							202								-123.5															
09/20/2012 05:50:00	7.0	1.3																							225								-123.5															
09/20/2012 06:00:00	7.9	2.1																							248								-123.5															
09/20/2012 06:10:00	10.5	1.9																							248								-123.5															
09/20/2012 06:20:00	9.0	2.1																							248								-123.5															
09/20/2012 06:30:00	9.7	2.2																							248								-123.5															
09/20/2012 06:40:00	10.4	3.4																							248								-123.5															
09/20/2012 06:50:00	11.5	2.4																							248								-123.5															
09/20/2012 07:00:00	10.4	2.0																							248								-123.5															
09/20/2012 07:10:00	9.7	2.1																							225								-123.5															
09/20/2012 07:20:00	10.5	2.3																							225								-123.5															
09/20/2012 07:30:00	11.7	2.2																							248								-123.5															
09/20/2012 07:40:00	9.4	2.2																							248								-123.5															
09/20/2012 07:50:00	11.2	2.7																							225								-123.5															
09/20/2012 08:00:00	9.9	2.1																							248								-123.5															
09/20/2012 08:10:00	10.7	2.5																							225								-123.5															
09/20/2012 08:20:00	10.2	2.4																							225								-123.5															
09/20/2012 08:30:00	10.6	3.0																							225								-123.5															
09/20/2012 08:40:00	9.4	2.5																							225								-123.5															
09/20/2012 08:50:00	8.9	2.4																							225								-123.5															
09/20/2012 09:00:00	10.2	2.4																							225								-123.5															
09/20/2012 09:10:00	9.0	2.9																							225								-123.5															
09/20/2012 09:20:00	8.5	2.7																							248								-123.5															
09/20/2012 09:30:00	9.9	2.6																							225								-123.5															
09/20/2012 09:40:00	9.7	2.1																							248								-123.5															
09/20/2012 09:50:00	11.0	2.1																							270								-123.5															
09/20/2012 10:00:00	9.9	2.0																							248								-123.5															
09/20/2012 10:10:00	10.1	2.1																							248								-123.5															
09/20/2012 10:20:00	10.4	2.3																							248								-123.5															
09/20/2012 10:30:00	9.1	1.7																							248								-123.5															
09/20/2012 10:40:00	10.1	1.7																							270								-123.5															
09/20/2012 10:50:00	10.0	2.2																							270								-123.5															
09/20/2012 11:00:00	9.1	2.1																							270								-123.5															
09/20/2012 11:10:00	8.6	2.4																							248								-123.5															
09/20/2012 11:20:00	10.8	1.9																							248								-123.5															
09/20/2012 11:30:00	8.7	1.7																							248								-123.5															
09/20/2012 11:40:00	10.0	2.2																							248								-123.5															
09/20/2012 11:50:00	9.7	2.6																							248								-123.5															
09/20/2012 12:00:00	7.0	1.7																							248								-123.5															
09/20/2012 12:10:00	8.5	2.1																							248								-123.5															
09/20/2012 12:20:00	8.1	1.8																							248								-123.5															
09/20/2012 12:30:00	8.1	2.0																							248								-123.5															
09/20/2012 12:40:00	5.3	1.8																							225								-123.5															
09/20/2012 12:50:00	8.0	1.7																							202								-123.5															
09/20/2012 13:00:00	6.7	1.9																							202								-123.5															
09/20/2012 13:10:00	6.3	1.3																							202								-123.5															
09/20/2012 13:20:00	7.4	1.9																							202								-123.5															
09/20/2012 13:30:00	6.1	1.8																							202								-123.5															
09/20/2012 13:40:00	5.4	1.5																							202								-123.5															
09/20/2012 13:50:00	6.0	1.8																							202								-123.5															
09/20/2012 14:00:00	5.3	1.6																							225								-123.5															
09/20/2012 14:10:00	2.4	1.2																							225								-123.5															
09/20/2012 14:20:00	3.4	1.4																							225								-123.5															
09/20/2012 14:30:00	4.1	1.1																							225								-123.5															
09/20/2012 14:40:00	4.1	0.8																							248								-123.5															
09/20/2012 14:50:00	4.3	0.6																							248								-123.5															
09/20/2012 15:00:00	4.3	0.7																							248								-123.5															
09/20/2012 15:10:00	3.9	0.6																							248								-123.5															
09/20/2012 15:20:00	3.8	0.8																							248								-123.5															
09/20/2012 15:30:00	4.0	0.7																							248								-123.5															
09/20/2012 15:40:00	3.6	0.5																							270								-123.5															
09/20/2012 15:50:00	3.9	0.7																							292								-123.5															
09/20/2012 16:00:00	4.5	0.7																							292								-123.5															
09/20/2012 16:10:00	4.6	0.6																							292								-123.5															
09/20/2012 16:20:00	2.7	1.0																							292								-123.5															
09/20/2012 16:30:00	0.8	0.0																							292								-123.5															
09/20/2012 16:40:00	1.3	0.7																							292								-123.5															
09/20/2012 16:50:00	1.2	0.7																							338								-123.5															
09/20/2012 17:00:00	1.3	0.6																							158								-123.5															
09/20/2012 17:10:00	0.8	0.3																							202								-123.5															
09/20/2012 17:20:00	0.8	0.2																							315								-123.5															
09/20/2012 17:30:00	0.8	0.0																							315								-123.5															
09/20/2012 17:40:00	1.0	0.6																							292								-123.5															
09/20/2012 17:50:00	0.9	0.4																							248								-123.5															
09/20/2012 18:00:00	0.8	0.0																							248								-123.5															
09/20/2012 18:10:00	1.3	0.5																							270								-123.5															
09/20/2012 18:20:00	1.1	0.6																							270								-123.5															
09/20/2012 18:30:00	0.8	0.0																							270								-123.5															
09/20/2012 18:40:00	2.5	0.5																							270								-123.5															
09/20/2012 18:50:00	1.4	0.7																							248								-123.5															
09/20/2012 19:00:00	0.9	0.4																							248								-123.5															
09/20/2012 19:10:00	2.5	0.5																							270								-123.5															
09/20/2012 19:20:00	2.4	0.5																							292								-123.5															
09/20/2012 19:30:00	2.7	0.5																							292								-123.5															
09/20/2012 19:40:00	1.3	0.7																							292								-123.5															
09/20/2012 19:50:00	0.8	0.0																							292								-123.5															
09/20/2012 20:00:00	0.8	0.0																							292								-123.5															
09/20/2012 20:10:00	0.8	0.0																							202								-123.5															
09/20/2012 20:20:00	0.9	0.5																							90								-123.5															
09/20/2012 20:30:00	0.8	0.0																							0								-123.5															
09/20/2012 20:40:00	0.8	0.0																							0								-123.5															
09/20/2012 20:50:00	0.8	0.0																							0								-123.5															
09/20/2012 21:00:00	0.8	0.0																							0								-123.5															
09/20/2012 21:10:00	0.8	0.0																							0								-123.5															
09/20/2012 21:20:00	0.8	0.0																							0								-123.5															
09/20/2012 21:30:00	0.8	0.0																							0								-123.5															
09/20/2012 21:40:00	0.8	0.0																							0								-123.5															
09/20/2012 21:50:00	0.8	0.0																							0								-123.5															
09/20/2012 22:00:00	0.8	0.0																							0								-123.5															
09/20/2012 22:10:00	0.8	0.0																							0								-123.5															
09/20/2012 22:20:00	0.8	0.0																							0								-123.5															
09/20/2012 22:30:00	0.8	0.0																							0								-123.5															
09/20/2012 22:40:00	0.8	0.0																							0								-123.5															
09/20/2012 22:50:00	0.8	0.0																							0								-123.5															
09/20/2012 23:00:00	0.9	0.4																							248								-123.5															
09/20/2012 23:10:00	0.8	0.0																							248								-123.5															
09/20/2012 23:20:00	1.0	0.7																							248								-123.5															
09/20/2012 23:30:00	3.5	0.4																							270								-123.5															
09/20/2012 23:40:00	4.0	0.5																							270								-123.5															
09/20/2012 23:50:00	4.5	0.5																							270								-123.5															
09/21/2012 00:00:00	4.2	0.6																							270								-123.5															
09/21/2012 00:10:00	2.9	0.6																							270								-123.5															
09/21/2012 00:20:00	1.8	0.6																							270								-123.5															
09/21/2012 00:30:00	0.9	0.4																							270								-123.5															
09/21/2012 00:40:00	0.8	0.0																							270								-123.5															
09/21/2012 00:50:00	1.4	0.7																							270								-123.5															
09/21/2012 01:00:00	2.4	0.7																							270								-123.5															
09/21/2012 01:10:00	2.3	0.5																							270								-123.5															
09/21/2012 01:20:00	2.5	0.6																							270								-123.5															
09/21/2012 01:30:00	2.2	1.1																							270								-123.5															
09/21/2012 01:40:00	0.8	0.0																							270								-123.5															
09/21/2012 01:50:00	0.8	0.0																							270								-123.5															
09/21/2012 02:00:00	0.8	0.0																							248								-123.5															
09/21/2012 02:10:00	0.8	0.0																							135								-123.5															
09/21/2012 02:20:00	0.8	0.0																							112								-123.5															
09/21/2012 02:30:00	1.8	1.1																							225								-123.5															
09/21/2012 02:40:00	2.8	0.4																							248								-123.5															
09/21/2012 02:50:00	3.1	0.5																							248								-123.5															
09/21/2012 03:00:00	3.2	1.2																							270								-123.5															
09/21/2012 03:10:00	3.1	0.6																							270								-123.5															
09/21/2012 03:20:00	3.6	0.7																							270								-123.5															
09/21/2012 03:30:00	2.9	0.9																							270								-123.5															
09/21/2012 03:40:00	1.6	0.6																							248								-123.5															
09/21/2012 03:50:00	1.9	0.9																							248								-123.5															
09/21/2012 04:00:00	1.6	0.8																							248								-123.5															
09/21/2012 04:10:00	3.4	1.0																							248								-123.5															
09/21/2012 04:20:00	1.8	1.2																							248								-123.5															
09/21/2012 04:30:00	0.8	0.2																							270								-123.5															
09/21/2012 04:40:00	1.2	0.6																							225								-123.5															
09/21/2012 04:50:00	1.0	0.5																							270								-123.5															
09/21/2012 05:00:00	1.3	0.9																							270								-123.5															
09/21/2012 05:10:00	2.2	1.2																							270								-123.5															
09/21/2012 05:20:00	1.8	1.3																							270								-123.5															
09/21/2012 05:30:00	2.4	1.4																							292								-123.5															
09/21/2012 05:40:00	3.4	1.4																							270								-123.5															
09/21/2012 05:50:00	3.4	1.8																							270								-123.5															
09/21/2012 06:00:00	4.8	1.6																							248								-123.5															
09/21/2012 06:10:00	4.3	1.8																							225								-123.5															
09/21/2012 06:20:00	3.7	2.1																							225								-123.5															
09/21/2012 06:30:00	5.8	1.2																							225								-123.5															
09/21/2012 06:40:00	4.1	1.8																							270								-123.5															
09/21/2012 06:50:00	4.4	2.8																							248								-123.5															
09/21/2012 07:00:00	6.0	1.5																							248								-123.5															
09/21/2012 07:10:00	6.1	2.4																							270								-123.5															
09/21/2012 07:20:00	4.5	2.1																							270								-123.5															
09/21/2012 07:30:00	5.1	2.7																							225								-123.5															
09/21/2012 07:40:00	4.3	2.0																							225								-123.5															
09/21/2012 07:50:00	5.9	2.1																							202								-123.5															
09/21/2012 08:00:00	5.5	2.3																							270								-123.5															
09/21/2012 08:10:00	3.4	2.6																							292								-123.5															
09/21/2012 08:20:00	7.2	2.4																							270								-123.5															
09/21/2012 08:30:00	5.5	2.0																							270								-123.5															
09/21/2012 08:40:00	4.3	1.7																							270								-123.5															
09/21/2012 08:50:00	1.2	0.7																							338								-123.5															
09/21/2012 09:00:00	3.8	2.1																							248								-123.5															
09/21/2012 09:10:00	1.8	1.3																							180								-123.5															
09/21/2012 09:20:00	4.8	2.4																							202								-123.5															
09/21/2012 09:30:00	5.1	2.2																							202								-123.5															
09/21/2012 09:40:00	4.3	2.2																							225								-123.5															
09/21/2012 09:50:00	6.4	1.7																							248								-123.5															
09/21/2012 10:00:00	4.7	2.7																							225								-123.5															
09/21/2012 10:10:00	5.6	2.0																							225								-123.5															
09/21/2012 10:20:00	8.2	2.2																							225								-123.5															
09/21/2012 10:30:00	5.1	1.6																							225								-123.5															
09/21/2012 10:40:00	5.0	1.4																							225								-123.5															
09/21/2012 10:50:00	7.9	2.2																							248								-123.5															
09/21/2012 11:00:00	7.9	1.8																							248								-123.5															
09/21/2012 11:10:00	8.5	1.8																							248								-123.5															
09/21/2012 11:20:00	7.7	1.7																							225								-123.5															
09/21/2012 11:30:00	5.8	1.5																							225								-123.5															
09/21/2012 11:40:00	5.7	1.6																							202								-123.5															
09/21/2012 11:50:00	6.8	2.0																							202								-123.5															
09/21/2012 12:00:00	6.5	1.8																							225								-123.5															
09/21/2012 12:10:00	8.8	1.9																							202								-123.5															
09/21/2012 12:20:00	7.6	2.9																							202								-123.5															
09/21/2012 12:30:00	8.5	2.0																							202								-123.5															
09/21/2012 12:40:00	8.1	1.9																							202								-123.5															
09/21/2012 12:50:00	8.7	2.7																							202								-123.5															
09/21/2012 13:00:00	7.7	1.7																							202								-123.5															
09/21/2012 13:10:00	6.4	1.8																							225								-123.5															
09/21/2012 13:20:00	5.8	2.1																							202								-123.5															
09/21/2012 13:30:00	7.5	1.8																							225								-123.5															
09/21/2012 13:40:00	6.1	2.2																							225								-123.5															
09/21/2012 13:50:00	4.6	1.6																							225								-123.5															
09/21/2012 14:00:00	5.1	1.3																							248								-123.5															
09/21/2012 14:10:00	4.8	1.3																							248								-123.5															
09/21/2012 14:20:00	7.0	1.3																							248								-123.5															
09/21/2012 14:30:00	5.4	1.3																							225								-123.5															
09/21/2012 14:40:00	7.1	1.3																							248								-123.5															
09/21/2012 14:50:00	8.4	2.0																							248								-123.5															
09/21/2012 15:00:00	6.7	1.9																							225								-123.5															
09/21/2012 15:10:00	5.6	1.4																							225								-123.5															
09/21/2012 15:20:00	5.6	1.2																							248								-123.5															
09/21/2012 15:30:00	6.9	1.4																							225								-123.5															
09/21/2012 15:40:00	6.7	1.4																							248								-123.5															
09/21/2012 15:50:00	8.1	1.6																							248								-123.5															
09/21/2012 16:00:00	5.9	1.2																							248								-123.5															
09/21/2012 16:10:00	5.2	1.4																							270								-123.5															
09/21/2012 16:20:00	4.9	0.9																							248								-123.5															
09/21/2012 16:30:00	4.6	1.1																							270								-123.5															
09/21/2012 16:40:00	4.4	1.0																							292								-123.5															
09/21/2012 16:50:00	4.3	1.0																							292								-123.5															
09/21/2012 17:00:00	4.3	0.9																							315								-123.5															
09/21/2012 17:10:00	3.5	1.7																							315								-123.5															
09/21/2012 17:20:00	0.8	0.0																							338								-123.5															
09/21/2012 17:30:00	3.2	1.9																							338								-123.5															
09/21/2012 17:40:00	8.7	1.3																							338								-123.5															
09/21/2012 17:50:00	7.2	1.8																							338								-123.5															
09/21/2012 18:00:00	1.0	0.6																							338								-123.5															
09/21/2012 18:10:00	0.8	0.0																							338								-123.5															
09/21/2012 18:20:00	0.8	0.0																							180								-123.5															
09/21/2012 18:30:00	2.0	1.7																							180								-123.5															
09/21/2012 18:40:00	5.6	1.0																							202								-123.5															
09/21/2012 18:50:00	6.2	1.0																							248								-123.5															
09/21/2012 19:00:00	5.9	0.5																							292								-123.5															
09/21/2012 19:10:00	5.5	1.0																							292								-123.5															
09/21/2012 19:20:00	4.7	1.0																							248								-123.5															
09/21/2012 19:30:00	3.6	2.1																							225								-123.5															
09/21/2012 19:40:00	4.0	2.1																							248								-123.5															
09/21/2012 19:50:00	2.4	1.0																							248								-123.5															
09/21/2012 20:00:00	1.4	0.9																							225								-123.5															
09/21/2012 20:10:00	2.5	1.0																							180								-123.5															
09/21/2012 20:20:00	1.8	1.2																							180								-123.5															
09/21/2012 20:30:00	2.5	1.2																							158								-123.5															
09/21/2012 20:40:00	2.0	0.9																							202								-123.5															
09/21/2012 20:50:00	2.5	1.4																							202								-123.5															
09/21/2012 21:00:00	5.1	0.9																							202								-123.5															
09/21/2012 21:10:00	4.1	1.3																							202								-123.5															
09/21/2012 21:20:00	2.4	0.9																							270								-123.5															
09/21/2012 21:30:00	3.3	0.9																							225								-123.5															
09/21/2012 21:40:00	4.6	0.9																							202								-123.5															
09/21/2012 21:50:00	4.4	1.0																							225								-123.5															
09/21/2012 22:00:00	6.5	1.1																							225								-123.5															
09/21/2012 22:10:00	6.6	1.1																							225								-123.5															
09/21/2012 22:20:00	6.2	1.1																							225								-123.5															
09/21/2012 22:30:00	4.9	0.7																							248								-123.5															
09/21/2012 22:40:00	5.3	0.7																							248								-123.5															
09/21/2012 22:50:00	4.6	0.7																							248								-123.5															
09/21/2012 23:00:00	5.8	1.0																							225								-123.5															
09/21/2012 23:10:00	4.7	1.0																							225								-123.5															
09/21/2012 23:20:00	4.5	1.0																							225								-123.5															
09/21/2012 23:30:00	6.8	1.0																							225								-123.5															
09/21/2012 23:40:00	7.0	1.2																							225								-123.5															
09/21/2012 23:50:00	5.5	0.8																							270								-123.5															
09/22/2012 00:00:00	6.2	0.4																							270								-123.5															
09/22/2012 00:10:00	6.2	0.9																							248								-123.5															
09/22/2012 00:20:00	5.3	0.6																							248								-123.5															
09/22/2012 00:30:00	4.6	0.8																							248								-123.5															
09/22/2012 00:40:00	4.2	0.6																							248								-123.5															
09/22/2012 00:50:00	4.6	0.9																							225								-123.5															
09/22/2012 01:00:00	5.2	0.9																							225								-123.5															
09/22/2012 01:10:00	5.9	1.1																							225								-123.5															
09/22/2012 01:20:00	5.5	0.7																							248								-123.5															
09/22/2012 01:30:00	6.0	0.7																							248								-123.5															
09/22/2012 01:40:00	6.0	0.9																							248								-123.5															
09/22/2012 01:50:00	5.4	0.6																							270								-123.5															
09/22/2012 02:00:00	5.5	0.5																							270								-123.5															
09/22/2012 02:10:00	6.6	1.2																							292								-123.5															
